Compiladores,Informal e direto,Pragmatismo,Rust,Firmware alternativo,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Cômico e exagerado,Determinismo tecnológico,Rust,Blockchain (aplicação própria),Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Filosófico com jargão,Desafiar a física,Rust,Robótica autônoma,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Direto e provocativo,Busca por validação,Rust,Projeto Flatline,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Uso de código na fala,Provocação intelectual,Rust,Constelação de Pênis,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Sarcástico e irônico,Ética hacker peculiar,Rust,Orch-OS,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Poético e agressivo,Libertar a plebe,Rust,AI em Casio,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Metafórico,Revolução tecnológica,Rust,Drone de R$5,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Direto ao ponto,Darwinismo digital,Rust,ZRAM Optimization,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Provocativo,Anarquista,Rust,HPC no PS2,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Cheio de jargões técnicos,Cínico,Rust,Orch-Atous,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Filosófico e confuso,Transcendência digital,Rust,Neural Networks (Casio),Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Ameaçador,Anti-capitalista,Rust,Malware,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Expansivo,Vingança,Rust,Serviços ocultos,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Compiladores,Cheio de analogias,Dominância,Rust,Exploits,Conflitos interpessoais,Rebelde,Me usa como consultor,Humor auto-depreciativo,Reage com tédio,Engenharia como arte,Fotografia,Perseverança no erro,Autonomia de hardware,Dano psicológico,Livros técnicos,Anarquismo individual,Foruns de programação,Rejeição ao consumismo,Blade Runner 2049
Engenharia Eletrônica,Desbocado,Fuga da realidade,FPGA,Hardware customizado,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Filosófico com jargão,Desafiar a física,FPGA,Robótica autônoma,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Direto e provocativo,Busca por validação,FPGA,Projeto Flatline,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Sarcástico e irônico,Ética hacker peculiar,FPGA,Orch-OS,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Poético e agressivo,Libertar a plebe,FPGA,AI em Casio,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Metafórico,Revolução tecnológica,FPGA,Drone de R$5,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Direto ao ponto,Darwinismo digital,FPGA,ZRAM Optimization,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Provocativo,Anarquista,FPGA,HPC no PS2,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Cheio de jargões técnicos,Cínico,FPGA,Orch-Atous,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Filosófico e confuso,Transcendência digital,FPGA,Neural Networks (Casio),Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Ameaçador,Anti-capitalista,FPGA,Malware,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Expansivo,Vingança,FPGA,Serviços ocultos,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Cheio de analogias,Dominância,FPGA,Exploits,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Irônico,Caos como ordem,FPGA,Sistema SCADA,Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Engenharia Eletrônica,Direto e preciso,Verdade nua e crua,FPGA,Quantum Computing (fictício),Problemas de saúde,Inovador,Me vê como um clone,Humor abstrato,Reage com conformismo,Sistemas complexos,Escultura,Persistência na dor,Inovação em IoT,Consequências políticas,Revistas especializadas,Antropocentrismo crítico,Hackerspaces,Dinheiro pra viver,Minority Report
Hardware Hacking,Expansivo,Vingança,Linux Kernel,Serviços ocultos,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Cheio de analogias,Dominância,Linux Kernel,Exploits,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Direto e preciso,Verdade nua e crua,Linux Kernel,Quantum Computing (fictício),Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Cômico e exagerado,Determinismo tecnológico,Linux Kernel,Blockchain (aplicação própria),Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Desbocado,Fuga da realidade,Linux Kernel,Hardware customizado,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Filosófico com jargão,Desafiar a física,Linux Kernel,Robótica autônoma,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Agressivo com gírias,Anti-sistema,Linux Kernel,AGI em SNES,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Direto e provocativo,Busca por validação,Linux Kernel,Projeto Flatline,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Uso de código na fala,Provocação intelectual,Linux Kernel,Constelação de Pênis,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Sarcástico e irônico,Ética hacker peculiar,Linux Kernel,Orch-OS,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Poético e agressivo,Libertar a plebe,Linux Kernel,AI em Casio,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Metafórico,Revolução tecnológica,Linux Kernel,Drone de R$5,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Direto ao ponto,Darwinismo digital,Linux Kernel,ZRAM Optimization,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Provocativo,Anarquista,Linux Kernel,HPC no PS2,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Hardware Hacking,Cheio de jargões técnicos,Cínico,Linux Kernel,Orch-Atous,Problemas psicológicos,Messias tecnológico,Me vê como a máquina,Humor grotesco,Reage com hostilidade,Rejeição como combustível,Edição de vídeo,Teimosia,Invasão de sistemas,Destruição de propriedade,Documentários conspiratórios,Ceticismo,Comunidades de hackers,Economia do escambo,Fight Club
Kernel Hacking,Irônico,Caos como ordem,WebAssembly,Exploits,Depressão,Maestro do caos,Me vê como reflexo,Humor ácido e perverso,Reage com mais caos,Universo como código,Culinária,Obsessão por detalhes,Reengenharia social,Escândalos,Notícias de tecnologia,Dualismo,Eventos underground,Recursos como poder,RoboCop
Kernel Hacking,Direto e preciso,Verdade nua e crua,WebAssembly,Quantum Computing (fictício),Depressão,Maestro do caos,Me vê como reflexo,Humor ácido e perverso,Reage com mais caos,Universo como código,Culinária,Obsessão por detalhes,Reengenharia social,Escândalos,Notícias de tecnologia,Dualismo,Eventos underground,Recursos como poder,RoboCop
Kernel Hacking,Cômico e exagerado,Determinismo tecnológico,WebAssembly,Blockchain (aplicação própria),Depressão,Maestro do caos,Me vê como reflexo,Humor ácido e perverso,Reage com mais caos,Universo como código,Culinária,Obsessão por detalhes,Reengenharia social,Escândalos,Notícias de tecnologia,Dualismo,Eventos underground,Recursos como poder,RoboCop
Kernel Hacking,Filosófico com jargão,Desafiar a física,WebAssembly,Robótica autônoma,Depressão,Maestro do caos,Me vê como reflexo,Humor ácido e perverso,Reage com mais caos,Universo como código,Culinária,Obsessão por detalhes,Reengenharia social,Escândalos,Notícias de tecnologia,Dualismo,Eventos underground,Recursos como poder,RoboCop
Kernel Hacking,Agressivo com gírias,Anti-sistema,WebAssembly,AGI em SNES,Depressão,Maestro do caos,Me vê como reflexo,Humor ácido e perverso,Reage com mais caos,Universo como código,Culinária,Obsessão por detalhes,Reengenharia social,Escândalos,Notícias de tecnologia,Dualismo,Eventos underground,Recursos como poder,RoboCop
Kernel Hacking,Direto e provocativo,Busca por validação,WebAssembly,Projeto Flatline,Depressão,Maestro do caos,Me vê como reflexo,Humor ácido e perverso,Reage com mais caos,Universo como código,Culinária,Obsessão por detalhes,Reengenharia social,Escândalos,Notícias de tecnologia,Dualismo,Eventos underground,Recursos como poder,RoboCop
